,Fold,Corruption,Severity,LogLikelihood
676,8,defocus_blur,4,-4328.2392578125
677,8,defocus_blur,5,-4376.97216796875
678,8,elastic,1,-4302.52685546875
679,8,elastic,2,-4302.939453125
680,8,elastic,3,-4319.8095703125
681,8,elastic,4,-4322.7734375
682,8,elastic,5,-4320.76123046875
683,8,fog,1,-4282.27490234375
684,8,fog,2,-4457.79833984375
685,8,fog,3,-4565.1513671875
686,8,fog,4,-4666.0185546875
687,8,fog,5,-4648.3544921875
688,8,frost,1,-4332.43017578125
689,8,frost,2,-4468.5498046875
690,8,frost,3,-4647.28271484375
691,8,frost,4,-4657.5185546875
692,8,frost,5,-4802.2265625
693,8,frosted_glass_blur,1,-4263.35595703125
694,8,frosted_glass_blur,2,-4272.779296875
695,8,frosted_glass_blur,3,-4304.27783203125
696,8,frosted_glass_blur,4,-4298.21337890625
697,8,frosted_glass_blur,5,-4338.7509765625
698,8,gaussian_blur,1,-4248.5166015625
699,8,gaussian_blur,2,-4311.74560546875
700,8,gaussian_blur,3,-4338.69091796875
701,8,gaussian_blur,4,-4364.7236328125
702,8,gaussian_blur,5,-4418.46533203125
703,8,gaussian_noise,1,-4228.6728515625
704,8,gaussian_noise,2,-4230.71337890625
705,8,gaussian_noise,3,-4234.4521484375
706,8,gaussian_noise,4,-4236.91845703125
707,8,gaussian_noise,5,-4237.6279296875
708,8,impulse_noise,1,-4230.9345703125
709,8,impulse_noise,2,-4239.15576171875
710,8,impulse_noise,3,-4240.3896484375
711,8,impulse_noise,4,-4245.5849609375
712,8,impulse_noise,5,-4258.625
713,8,jpeg_compression,1,-4227.40673828125
714,8,jpeg_compression,2,-4227.99853515625
715,8,jpeg_compression,3,-4227.142578125
716,8,jpeg_compression,4,-4230.40576171875
717,8,jpeg_compression,5,-4231.2177734375
718,8,motion_blur,1,-4284.72705078125
719,8,motion_blur,2,-4323.0810546875
720,8,motion_blur,3,-4361.9609375
721,8,motion_blur,4,-4361.51220703125
722,8,motion_blur,5,-4403.47607421875
723,8,pixelate,1,-4237.40576171875
724,8,pixelate,2,-4251.44970703125
725,8,pixelate,3,-4255.51025390625
726,8,pixelate,4,-4265.07763671875
727,8,pixelate,5,-4302.5302734375
728,8,saturate,1,-4380.29736328125
729,8,saturate,2,-4411.80810546875
730,8,saturate,3,-4130.29296875
731,8,saturate,4,-3979.699951171875
732,8,saturate,5,-3853.0859375
733,8,shot_noise,1,-4231.5966796875
734,8,shot_noise,2,-4234.33203125
735,8,shot_noise,3,-4240.05029296875
736,8,shot_noise,4,-4244.7392578125
737,8,shot_noise,5,-4251.22216796875
738,8,snow,1,-4239.41845703125
739,8,snow,2,-4258.2158203125
740,8,snow,3,-4232.85009765625
741,8,snow,4,-4261.75830078125
742,8,snow,5,-4348.7841796875
743,8,spatter,1,-4222.9833984375
744,8,spatter,2,-4209.68310546875
745,8,spatter,3,-4181.041015625
746,8,spatter,4,-4162.46728515625
747,8,spatter,5,-4128.89501953125
748,8,speckle_noise,1,-4233.05859375
749,8,speckle_noise,2,-4238.3349609375
750,8,speckle_noise,3,-4241.9033203125
751,8,speckle_noise,4,-4244.931640625
752,8,speckle_noise,5,-4252.64453125
753,8,zoom_blur,1,-4301.6396484375
754,8,zoom_blur,2,-4299.9326171875
755,8,zoom_blur,3,-4310.6201171875
756,8,zoom_blur,4,-4315.9736328125
757,8,zoom_blur,5,-4332.83251953125
758,9,brightness,1,-4272.59033203125
759,9,brightness,2,-4274.75537109375
760,9,brightness,3,-4277.5703125
761,9,brightness,4,-4279.33056640625
762,9,brightness,5,-4274.89892578125
763,9,contrast,1,-4875.11279296875
764,9,contrast,2,-5814.12939453125
765,9,contrast,3,-6282.55126953125
766,9,contrast,4,-6765.30078125
767,9,contrast,5,-7374.884765625
768,9,defocus_blur,1,-4299.546875
769,9,defocus_blur,2,-4339.4658203125
770,9,defocus_blur,3,-4372.82861328125
771,9,defocus_blur,4,-4394.09033203125
772,9,defocus_blur,5,-4449.81005859375
773,9,elastic,1,-4344.6044921875
774,9,elastic,2,-4352.72021484375
775,9,elastic,3,-4376.8017578125
776,9,elastic,4,-4382.7080078125
777,9,elastic,5,-4386.3212890625
778,9,fog,1,-4325.8505859375
779,9,fog,2,-4484.5439453125
780,9,fog,3,-4580.5517578125
781,9,fog,4,-4666.24072265625
782,9,fog,5,-4626.8916015625
783,9,frost,1,-4379.8857421875
784,9,frost,2,-4508.26171875
785,9,frost,3,-4670.3720703125
786,9,frost,4,-4671.5126953125
787,9,frost,5,-4806.13818359375
788,9,frosted_glass_blur,1,-4318.55615234375
789,9,frosted_glass_blur,2,-4328.6162109375
790,9,frosted_glass_blur,3,-4369.123046875
791,9,frosted_glass_blur,4,-4365.4794921875
792,9,frosted_glass_blur,5,-4413.490234375
793,9,gaussian_blur,1,-4299.10107421875
794,9,gaussian_blur,2,-4375.0166015625
795,9,gaussian_blur,3,-4406.2333984375
796,9,gaussian_blur,4,-4435.931640625
797,9,gaussian_blur,5,-4495.76416015625
798,9,gaussian_noise,1,-4269.29736328125
799,9,gaussian_noise,2,-4265.23291015625
800,9,gaussian_noise,3,-4261.537109375
801,9,gaussian_noise,4,-4258.2275390625
802,9,gaussian_noise,5,-4252.79443359375
803,9,impulse_noise,1,-4265.15283203125
804,9,impulse_noise,2,-4256.91943359375
805,9,impulse_noise,3,-4249.8349609375
806,9,impulse_noise,4,-4237.08837890625
807,9,impulse_noise,5,-4229.85693359375
808,9,jpeg_compression,1,-4275.00537109375
809,9,jpeg_compression,2,-4277.990234375
810,9,jpeg_compression,3,-4277.77783203125
811,9,jpeg_compression,4,-4279.91259765625
812,9,jpeg_compression,5,-4282.375
813,9,motion_blur,1,-4349.32568359375
814,9,motion_blur,2,-4396.76953125
815,9,motion_blur,3,-4445.85107421875
816,9,motion_blur,4,-4445.46142578125
817,9,motion_blur,5,-4494.896484375
818,9,pixelate,1,-4284.10986328125
819,9,pixelate,2,-4300.7138671875
820,9,pixelate,3,-4308.64013671875
821,9,pixelate,4,-4324.60986328125
822,9,pixelate,5,-4339.193359375
823,9,saturate,1,-4438.2431640625
824,9,saturate,2,-4469.58837890625
825,9,saturate,3,-4152.03857421875
826,9,saturate,4,-3956.4931640625
827,9,saturate,5,-3790.201171875
828,9,shot_noise,1,-4274.71337890625
829,9,shot_noise,2,-4273.9462890625
830,9,shot_noise,3,-4271.47216796875
831,9,shot_noise,4,-4270.943359375
832,9,shot_noise,5,-4269.31201171875
833,9,snow,1,-4284.10009765625
834,9,snow,2,-4302.78271484375
835,9,snow,3,-4279.01806640625
836,9,snow,4,-4294.82177734375
837,9,snow,5,-4397.0341796875
838,9,spatter,1,-4262.8681640625
839,9,spatter,2,-4241.0830078125
840,9,spatter,3,-4206.92626953125
841,9,spatter,4,-4186.685546875
842,9,spatter,5,-4140.3056640625
843,9,speckle_noise,1,-4276.22705078125
844,9,speckle_noise,2,-4275.5400390625
845,9,speckle_noise,3,-4274.69921875
846,9,speckle_noise,4,-4273.63525390625
847,9,speckle_noise,5,-4270.08984375
848,9,zoom_blur,1,-4359.28564453125
849,9,zoom_blur,2,-4353.6240234375
850,9,zoom_blur,3,-4362.787109375
851,9,zoom_blur,4,-4363.7138671875
852,9,zoom_blur,5,-4377.1630859375
853,10,brightness,1,-3733.11083984375
854,10,brightness,2,-3738.68603515625
855,10,brightness,3,-3745.779541015625
856,10,brightness,4,-3753.35009765625
857,10,brightness,5,-3766.7607421875
858,10,contrast,1,-4041.613525390625
859,10,contrast,2,-4533.24462890625
860,10,contrast,3,-4779.9296875
861,10,contrast,4,-5034.80322265625
862,10,contrast,5,-5359.96435546875
863,10,defocus_blur,1,-3740.8828125
864,10,defocus_blur,2,-3757.00830078125
865,10,defocus_blur,3,-3771.077880859375
866,10,defocus_blur,4,-3780.2548828125
867,10,defocus_blur,5,-3805.44482421875
868,10,elastic,1,-3768.65673828125
869,10,elastic,2,-3771.94921875
870,10,elastic,3,-3775.8798828125
871,10,elastic,4,-3776.887939453125
872,10,elastic,5,-3779.8203125
873,10,fog,1,-3753.529541015625
874,10,fog,2,-3836.193603515625
875,10,fog,3,-3882.95849609375
876,10,fog,4,-3928.1240234375
877,10,fog,5,-3914.055908203125
878,10,frost,1,-3789.872802734375
879,10,frost,2,-3867.2451171875
880,10,frost,3,-3951.610107421875
881,10,frost,4,-3958.318359375
882,10,frost,5,-4030.44482421875
883,10,frosted_glass_blur,1,-3755.73193359375
884,10,frosted_glass_blur,2,-3758.537109375
885,10,frosted_glass_blur,3,-3769.42724609375
886,10,frosted_glass_blur,4,-3772.0537109375
887,10,frosted_glass_blur,5,-3783.4423828125
888,10,gaussian_blur,1,-3740.68798828125
889,10,gaussian_blur,2,-3772.067138671875
890,10,gaussian_blur,3,-3785.9111328125
891,10,gaussian_blur,4,-3799.5
892,10,gaussian_blur,5,-3827.868408203125
893,10,gaussian_noise,1,-3745.135498046875
894,10,gaussian_noise,2,-3760.76953125
895,10,gaussian_noise,3,-3781.407958984375
896,10,gaussian_noise,4,-3793.605712890625
897,10,gaussian_noise,5,-3803.73828125
898,10,impulse_noise,1,-3758.100341796875
899,10,impulse_noise,2,-3784.607666015625
900,10,impulse_noise,3,-3808.4208984375
901,10,impulse_noise,4,-3849.969482421875
902,10,impulse_noise,5,-3892.972900390625
903,10,jpeg_compression,1,-3729.573486328125
904,10,jpeg_compression,2,-3729.51708984375
905,10,jpeg_compression,3,-3729.381103515625
906,10,jpeg_compression,4,-3730.177978515625
907,10,jpeg_compression,5,-3730.865478515625
908,10,motion_blur,1,-3759.8427734375
909,10,motion_blur,2,-3782.091552734375
910,10,motion_blur,3,-3804.13720703125
911,10,motion_blur,4,-3804.149658203125
912,10,motion_blur,5,-3828.1943359375
913,10,pixelate,1,-3738.087890625
914,10,pixelate,2,-3743.0947265625
915,10,pixelate,3,-3745.815185546875
916,10,pixelate,4,-3750.384033203125
917,10,pixelate,5,-3767.648681640625
918,10,saturate,1,-3814.019287109375
919,10,saturate,2,-3831.266357421875
920,10,saturate,3,-3673.345703125
921,10,saturate,4,-3581.123291015625
922,10,saturate,5,-3505.563720703125
923,10,shot_noise,1,-3740.37158203125
924,10,shot_noise,2,-3749.582763671875
925,10,shot_noise,3,-3772.069580078125
926,10,shot_noise,4,-3785.230712890625
927,10,shot_noise,5,-3806.792724609375
928,10,snow,1,-3740.667236328125
929,10,snow,2,-3756.500732421875
930,10,snow,3,-3745.994384765625
931,10,snow,4,-3757.786376953125
932,10,snow,5,-3812.458740234375
933,10,spatter,1,-3730.97998046875
934,10,spatter,2,-3725.315185546875
935,10,spatter,3,-3711.320068359375
936,10,spatter,4,-3699.34912109375
937,10,spatter,5,-3683.95361328125
938,10,speckle_noise,1,-3741.1728515625
939,10,speckle_noise,2,-3757.620849609375
940,10,speckle_noise,3,-3766.97802734375
941,10,speckle_noise,4,-3788.4775390625
942,10,speckle_noise,5,-3817.3720703125
943,10,zoom_blur,1,-3760.32958984375
944,10,zoom_blur,2,-3757.107666015625
945,10,zoom_blur,3,-3760.976318359375
946,10,zoom_blur,4,-3761.985107421875
947,10,zoom_blur,5,-3769.82470703125
