,Fold,Corruption,Severity,LogLikelihood
787,9,frost,3,-53878.887
788,9,frost,4,-54825.414
789,9,frost,5,-55668.11
790,9,frosted_glass_blur,1,-59988.652
791,9,frosted_glass_blur,2,-60227.207
792,9,frosted_glass_blur,3,-61118.055
793,9,frosted_glass_blur,4,-59934.72
794,9,frosted_glass_blur,5,-60610.79
795,9,gaussian_blur,1,-60291.45
796,9,gaussian_blur,2,-61358.926
797,9,gaussian_blur,3,-61717.242
798,9,gaussian_blur,4,-62019.82
799,9,gaussian_blur,5,-62508.24
800,9,gaussian_noise,1,-59069.504
801,9,gaussian_noise,2,-58019.406
802,9,gaussian_noise,3,-57078.363
803,9,gaussian_noise,4,-56284.258
804,9,gaussian_noise,5,-55762.824
805,9,impulse_noise,1,-58363.07
806,9,impulse_noise,2,-57213.656
807,9,impulse_noise,3,-56042.79
808,9,impulse_noise,4,-53591.88
809,9,impulse_noise,5,-51917.793
810,9,jpeg_compression,1,-59823.047
811,9,jpeg_compression,2,-59846.91
812,9,jpeg_compression,3,-59786.457
813,9,jpeg_compression,4,-59810.477
814,9,jpeg_compression,5,-59978.31
815,9,motion_blur,1,-60846.414
816,9,motion_blur,2,-61208.664
817,9,motion_blur,3,-61018.93
818,9,motion_blur,4,-60986.047
819,9,motion_blur,5,-60901.504
820,9,pixelate,1,-59703.227
821,9,pixelate,2,-60548.53
822,9,pixelate,3,-59763.4
823,9,pixelate,4,-60732.52
824,9,pixelate,5,-61894.258
825,9,saturate,1,-52054.344
826,9,saturate,2,-48965.035
827,9,saturate,3,-62129.848
828,9,saturate,4,-63315.28
829,9,saturate,5,-63147.97
830,9,shot_noise,1,-59239.973
831,9,shot_noise,2,-58699.53
832,9,shot_noise,3,-57393.035
833,9,shot_noise,4,-56780.05
834,9,shot_noise,5,-55541.145
835,9,snow,1,-57931.39
836,9,snow,2,-55596.312
837,9,snow,3,-56970.457
838,9,snow,4,-52026.68
839,9,snow,5,-52610.97
840,9,spatter,1,-60166.324
841,9,spatter,2,-59628.33
842,9,spatter,3,-58584.934
843,9,spatter,4,-54542.195
844,9,spatter,5,-52158.49
845,9,speckle_noise,1,-59089.957
846,9,speckle_noise,2,-58239.54
847,9,speckle_noise,3,-57515.992
848,9,speckle_noise,4,-56108.18
849,9,speckle_noise,5,-54540.895
850,9,zoom_blur,1,-62085.938
851,9,zoom_blur,2,-62228.15
852,9,zoom_blur,3,-62458.457
853,9,zoom_blur,4,-62489.895
854,9,zoom_blur,5,-62435.797
855,10,brightness,1,-82285.54
856,10,brightness,2,-81688.516
857,10,brightness,3,-80776.63
858,10,brightness,4,-79540.55
859,10,brightness,5,-76228.414
860,10,contrast,1,-74406.336
861,10,contrast,2,-58848.332
862,10,contrast,3,-49504.21
863,10,contrast,4,-38488.574
864,10,contrast,5,-21265.074
865,10,defocus_blur,1,-83122.35
866,10,defocus_blur,2,-84061.06
867,10,defocus_blur,3,-84777.32
868,10,defocus_blur,4,-85254.36
869,10,defocus_blur,5,-86194.25
870,10,elastic,1,-81457.79
871,10,elastic,2,-82834.92
872,10,elastic,3,-83594.83
873,10,elastic,4,-83897.69
874,10,elastic,5,-83790.74
875,10,fog,1,-82675.664
876,10,fog,2,-82245.93
877,10,fog,3,-83186.12
878,10,fog,4,-79969.33
879,10,fog,5,-79836.27
880,10,frost,1,-78650.805
881,10,frost,2,-75079.2
882,10,frost,3,-73768.9
883,10,frost,4,-75438.66
884,10,frost,5,-75919.29
885,10,frosted_glass_blur,1,-83440.7
886,10,frosted_glass_blur,2,-83759.414
887,10,frosted_glass_blur,3,-85234.91
888,10,frosted_glass_blur,4,-84146.66
889,10,frosted_glass_blur,5,-85483.57
890,10,gaussian_blur,1,-83124.95
891,10,gaussian_blur,2,-84799.805
892,10,gaussian_blur,3,-85350.195
893,10,gaussian_blur,4,-85795.44
894,10,gaussian_blur,5,-86474.53
895,10,gaussian_noise,1,-81163.35
896,10,gaussian_noise,2,-79656.92
897,10,gaussian_noise,3,-77815.74
898,10,gaussian_noise,4,-76616.8
899,10,gaussian_noise,5,-75506.67
900,10,impulse_noise,1,-80032.66
901,10,impulse_noise,2,-78043.914
902,10,impulse_noise,3,-75918.56
903,10,impulse_noise,4,-71915.3
904,10,impulse_noise,5,-68892.83
905,10,jpeg_compression,1,-82417.83
906,10,jpeg_compression,2,-82391.76
907,10,jpeg_compression,3,-82364.55
908,10,jpeg_compression,4,-82518.12
909,10,jpeg_compression,5,-82602.01
910,10,motion_blur,1,-83613.875
911,10,motion_blur,2,-83858.125
912,10,motion_blur,3,-83710.64
913,10,motion_blur,4,-83511.64
914,10,motion_blur,5,-83217.89
915,10,pixelate,1,-82114.336
916,10,pixelate,2,-82995.39
917,10,pixelate,3,-82506.46
918,10,pixelate,4,-83377.6
919,10,pixelate,5,-84886.234
920,10,saturate,1,-70213.414
921,10,saturate,2,-65201.113
922,10,saturate,3,-85481.83
923,10,saturate,4,-85464.195
924,10,saturate,5,-83242.73
925,10,shot_noise,1,-81511.695
926,10,shot_noise,2,-80668.18
927,10,shot_noise,3,-78684.55
928,10,shot_noise,4,-77447.36
929,10,shot_noise,5,-75518.586
930,10,snow,1,-79901.34
931,10,snow,2,-76700.69
932,10,snow,3,-77728.56
933,10,snow,4,-72778.64
934,10,snow,5,-71778.78
935,10,spatter,1,-82980.45
936,10,spatter,2,-82323.18
937,10,spatter,3,-80134.69
938,10,spatter,4,-75506.19
939,10,spatter,5,-71965.0
940,10,speckle_noise,1,-81321.96
941,10,speckle_noise,2,-79947.13
942,10,speckle_noise,3,-78730.69
943,10,speckle_noise,4,-76547.195
944,10,speckle_noise,5,-74069.09
945,10,zoom_blur,1,-87660.555
946,10,zoom_blur,2,-88316.87
947,10,zoom_blur,3,-89145.77
948,10,zoom_blur,4,-89511.28
949,10,zoom_blur,5,-89834.46
